,central_pressure_1,central_pressure_2,central_density_1,central_density_2,radius_1,radius_2,mass_1,mass_2
0,220.0,1e-06,3036389.5761906286,195.91499766207392,0.006727495787280344,2.4678195534653227e-05,6.301918357985199e-07,1.1058574991603092e-17
1,220.0,6.201343275167785,3036389.5761906286,209.28875252425547,0.006726681482066746,6.898986575655996,6.300570862345169e-07,0.24798472080513057
2,220.0,12.402685550335569,3036389.5761906286,222.83599380004637,0.006726566652933764,8.98909046214736,6.300381673955542e-07,0.5622254299798096
3,220.0,18.604027825503355,3036389.5761906286,236.5405241890578,0.006726451273138654,10.222311856704845,6.300191568661324e-07,0.8461821319457572
4,220.0,24.80537010067114,3036389.5761906286,250.38852012020845,0.006726335386802838,11.03797985184976,6.300000628332893e-07,1.0888210156494849
5,220.0,31.006712375838926,3036389.5761906286,264.3680715230572,0.006726219036751018,11.609308910674367,6.299808923286011e-07,1.293151872085346
6,220.0,37.208054651006705,3036389.5761906286,278.4688303404112,0.006726102260162387,12.023687046760088,6.299616514596643e-07,1.4648911050692541
7,220.0,43.409396926174495,3036389.5761906286,292.6817379369595,0.006725985089590278,12.331146591086172,6.299423455737327e-07,1.6096308508958108
8,220.0,49.61073920134228,3036389.5761906286,306.9988107818406,0.006725867553737654,12.562702882172362,6.299229793846096e-07,1.732159732676945
9,220.0,55.81208147651006,3036389.5761906286,321.4129698659148,0.0067257496780698265,12.738687088514343,6.299035570733405e-07,1.8364031029859618
10,220.0,62.01342375167785,3036389.5761906286,335.917903416493,0.006725631485306316,12.872994594294735,6.298840823691639e-07,1.9255297787345589
11,220.0,68.21476602684564,3036389.5761906286,350.5079552941796,0.0067255129958205895,12.975434645340941,6.298645586153013e-07,2.002089197598576
12,220.0,74.41610830201341,3036389.5761906286,365.1780334330534,0.006725394227967499,13.053126045960145,6.298449888229028e-07,2.0681373856513967
13,220.0,80.6174505771812,3036389.5761906286,379.9235340926524,0.0067252751983539385,13.111336829142687,6.29825375715658e-07,2.125338866497431
14,220.0,86.81879285234899,3036389.5761906286,394.7402787071595,0.006725155922064291,13.15404922452842,6.298057217669653e-07,2.175050134895531
15,220.0,93.02013512751677,3036389.5761906286,409.6244608621414,0.006725036412849699,13.18431685759205,6.297860292311322e-07,2.218383373314916
16,220.0,99.22147740268456,3036389.5761906286,424.57260148177465,0.006724916683288293,13.20451092997266,6.297663001697566e-07,2.25625571181097
17,220.0,105.42281967785235,3036389.5761906286,439.58151072415126,0.006724796744921398,13.216500224023301,6.297465364741489e-07,2.289429178703521
18,220.0,111.62416195302012,3036389.5761906286,454.6482553967352,0.006724676608369907,13.22176419823798,6.297267398844951e-07,2.3185390717057213
19,220.0,117.82550422818791,3036389.5761906286,469.77013094493884,0.006724556283434352,13.221498232814614,6.297069120063203e-07,2.344120043148563
20,220.0,124.0268465033557,3036389.5761906286,484.9446372530084,0.00672443577918127,13.21667923200729,6.296870543247092e-07,2.366624882988669
21,220.0,130.22818877852347,3036389.5761906286,500.16945764162006,0.006724315104018235,13.208076586830224,6.296671682166394e-07,2.386435012133908
22,220.0,136.42953105369128,3036389.5761906286,515.4424405607288,0.0067241942657591865,13.1963482246695,6.296472549617304e-07,2.4038790440855875
23,220.0,142.63087332885905,3036389.5761906286,530.7615835666031,0.006724073271681651,13.182023323192368,6.296273157516465e-07,2.4192368861803284
24,220.0,148.83221560402683,3036389.5761906286,546.1250192440828,0.0067239521285769955,13.16554473876474,6.296073516983581e-07,2.4327500343490667
25,220.0,155.03355787919463,3036389.5761906286,561.5310027929836,0.0067238308427947525,13.14728194663334,6.295873638414206e-07,2.444627293849829
26,220.0,161.2349001543624,3036389.5761906286,576.977901044349,0.0067237094202818645,13.12754453128417,6.29567353154418e-07,2.455049908489387
27,220.0,167.43624242953018,3036389.5761906286,592.4641827102613,0.006723587866617506,13.10659290105241,6.295473205506793e-07,2.4641757775676565
28,220.0,173.63758470469799,3036389.5761906286,607.9884097019998,0.006723466187044106,13.084646669385162,6.295272668883729e-07,2.472142571188145
29,220.0,179.83892697986576,3036389.5761906286,623.549229376862,0.006723344386495104,13.06189240138293,6.295071929750503e-07,2.479072043665713
30,220.0,186.04026925503354,3036389.5761906286,639.1453675950493,0.006723222469619751,13.03848800428542,6.294870995717221e-07,2.48507042847728
31,220.0,192.24161153020134,3036389.5761906286,654.7756224855125,0.006723100440805453,13.014568088826438,6.294669873965149e-07,2.490231738583389
32,220.0,198.44295380536911,3036389.5761906286,670.4388588342359,0.006722978304197854,12.990247487700207,6.294468571279685e-07,2.494639169046448
33,220.0,204.6442960805369,3036389.5761906286,686.1340030206495,0.006722856063719012,12.965624317457554,6.294267094080084e-07,2.4983665351694393
34,220.0,210.8456383557047,3036389.5761906286,701.8600384381157,0.0067227337230838,12.940782512438656,6.294065448446376e-07,2.5014794921299366
35,220.0,217.04698063087247,3036389.5761906286,717.6160013431087,0.006722611285814849,12.915793886290766,6.293863640143818e-07,2.504036566259926
36,220.0,223.24832290604024,3036389.5761906286,733.4009770850298,0.006722488755256043,12.890720120769112,6.293661674645048e-07,2.506090071977117
37,220.0,229.44966518120805,3036389.5761906286,749.2140966748517,0.006722366134584926,12.865614035846608,6.293459557150344e-07,2.5076868494090876
38,220.0,235.65100745637582,3036389.5761906286,765.0545336560976,0.006722243426823923,12.840520899570087,6.29325729260606e-07,2.508868927132308
39,220.0,241.8523497315436,3036389.5761906286,780.9215012462234,0.0067221206348506615,12.81547948729953,6.293054885721521e-07,2.509674088640673
40,220.0,248.0536920067114,3036389.5761906286,796.8142497203778,0.006721997761407412,12.790523001971662,6.292852340984476e-07,2.510136365262846
41,220.0,254.25503428187918,3036389.5761906286,812.7320640128853,0.006721874809109763,12.765679907779631,6.292649662675308e-07,2.5102864709768493
42,220.0,260.45637655704695,3036389.5761906286,828.674261514712,0.006721751780454562,12.740974651931776,6.292446854880067e-07,2.510152185005272
43,220.0,266.65771883221475,3036389.5761906286,844.6401900476844,0.00672162867782726,12.71642812298702,6.2922439215025e-07,2.509758667818251
44,220.0,272.85906110738256,3036389.5761906286,860.6292259984333,0.006721505503508669,12.692057970804601,6.292040866275092e-07,2.5091287245725518
45,220.0,279.0604033825503,3036389.5761906286,876.6407725969295,0.006721382259681217,12.667878904436542,6.291837692769345e-07,2.508283038959908
46,220.0,285.2617456577181,3036389.5761906286,892.6742583261554,0.006721258948434717,12.643903394503065,6.291634404405239e-07,2.5072404455177315
47,220.0,291.4630879328859,3036389.5761906286,908.7291354509006,0.006721135571771783,12.62014193166764,6.291431004460016e-07,2.5060180231084113
48,220.0,297.66443020805366,3036389.5761906286,924.8048786549555,0.006721012131612807,12.596605135268861,6.291227496076343e-07,2.504631617988249
49,220.0,303.86577248322146,3036389.5761906286,940.9009837771004,0.0067208886298004925,12.573295985738609,6.291023882269803e-07,2.5030951487644244
50,220.0,310.06711475838927,3036389.5761906286,957.0169666372709,0.006720765068104204,12.550222286711229,6.290820165935967e-07,2.501421801518782
51,220.0,316.268457033557,3036389.5761906286,973.1523619451638,0.006720641448223959,12.527388560001052,6.290616349856886e-07,2.4996234971275335
52,220.0,322.4697993087248,3036389.5761906286,989.3067222843104,0.0067205177717940805,12.504798285798733,6.290412436707206e-07,2.497711152526431
