,central_pressure,radius,mass
0,1e-06,2.27519928423782e-06,1.8515551176541972e-15
1,1.0745142236928684e-06,2.5140863512610555e-06,1.8515652002717227e-15
2,1.1545808169182898e-06,2.8337915694231396e-06,1.8515820309229697e-15
3,1.240613510181634e-06,3.28228062655722e-06,1.8516129296064274e-15
4,1.333056862795703e-06,3.954809787486773e-06,1.8516778750233153e-15
5,1.4323885600653753e-06,5.071256492766653e-06,1.851845949887499e-15
6,1.5391218816451955e-06,7.278771266217914e-06,1.852471551014873e-15
7,1.653808353824694e-06,1.3662221725965939e-05,1.85777739509654e-15
8,1.7770405994467217e-06,9.733786063813603e-05,4.112215454747223e-15
9,1.9094554001852072e-06,0.00033258344548608347,9.202885248444765e-14
10,2.0517369870061637e-06,0.00047926020173582023,2.7169353955389643e-13
11,2.2046205758148726e-06,0.0005987542318122969,5.280399115921909e-13
12,2.368896166559047e-06,0.0007051360542019139,8.612888953679203e-13
13,2.545412625419206e-06,0.0008039953563035604,1.2758124035312134e-12
14,2.735082071180344e-06,0.0008982221613833688,1.7782760834791689e-12
15,2.93888458845063e-06,0.000989548285874556,2.3770857538286025e-12
16,3.1578732920819703e-06,0.0010791177345615703,3.0822149668788576e-12
17,3.3931797689619006e-06,0.0011677418130139493,3.905187769648179e-12
18,3.6460199252964434e-06,0.001256028548741499,4.859141187507226e-12
19,3.917700269598645e-06,0.0013444545823279174,5.958937639172357e-12
20,4.20962466384913e-06,0.0014334082598133836,7.2213192532033815e-12
21,4.523301577714199e-06,0.001523215322141878,8.665072066632337e-12
22,4.8603518833063e-06,0.001614158268872334,1.0311261660916777e-11
23,5.22251723076505e-06,0.0017064872862654658,1.2183460172111589e-11
24,5.6116690479381365e-06,0.0018004289676025968,1.4308023703701468e-11
25,6.029818210666545e-06,0.0018961924224526045,1.6714400486771075e-11
26,6.479125433643496e-06,0.0019939737984720316,1.9435476358638545e-11
27,6.96191243554016e-06,0.0020939597061437444,2.2507961363074752e-11
28,7.480673936092161e-06,0.0021963298573865458,2.5972821485005977e-11
29,8.038090547139543e-06,0.0023012591425588236,2.9875760573678525e-11
30,8.637042624232647e-06,0.002408919295172329,3.426775798487782e-11
