,central_pressure_1,central_pressure_2,central_density_1,central_density_2,radius_1,radius_2,mass_1,mass_2,total_mass,radius
0,1135.4089011336782,0.11964784740406322,8129628.296882524,196.17127121862626,0.005784536041235892,0.14838335937542013,1.0303130922412862e-06,2.40410080546957e-06,3.434413897710856e-06,0.14838335937542013
1,1301.342792572973,0.12635169753586628,8823136.978154458,196.18563242118944,0.005710434837375115,0.15041749264830487,1.0732649411638799e-06,2.5043346701459888e-06,3.5775996113098686e-06,0.15041749264830487
2,1491.5156263898098,0.1334311633395328,9575766.419583464,196.20079852318042,0.005637050308775282,0.1524794591784357,1.1179984067349481e-06,2.6087449488274746e-06,3.7267433555624228e-06,0.1524794591784357
3,1709.4682926975565,0.14090729050226847,10392578.88158537,196.21681465100534,0.005564389716183491,0.15456740178941386,1.1645876234357272e-06,2.7173875488630878e-06,3.881975172298815e-06,0.15456740178941386
4,1959.2494070075873,0.1488023038978339,11279001.927557651,196.23372846271735,0.005492461731546245,0.15668525871212657,1.2131080176585421e-06,2.8306264089713614e-06,4.043734426629904e-06,0.15668525871212657
5,2245.5076239380105,0.15713967365618206,12240981.624241494,196.25159029023447,0.005421271909943386,0.15883251964338918,1.2636388411950088e-06,2.9486056741698094e-06,4.212244515364819e-06,0.15883251964338918
6,2573.57735708606,0.16594418493496765,13285035.330628913,196.2704532895686,0.0053508228210073765,0.16100532273221346,1.3162633322512333e-06,3.0712800118936716e-06,4.387543344144905e-06,0.16100532273221346
7,2949.5447173914727,0.1752420116003428,14418065.025317274,196.29037359951843,0.005281121134098795,0.16321156187100685,1.3710651209061277e-06,3.1992764850564913e-06,4.570341605962619e-06,0.16321156187100685
8,3380.412359044931,0.18506079403607678,15647608.883858219,196.3114105093074,0.005212166615632763,0.1654446331016328,1.428135625536072e-06,3.3324018700844207e-06,4.760537495620493e-06,0.1654446331016328
9,3874.185199360454,0.19542972131230796,16981909.266221523,196.3336266356726,0.005143962315974157,0.16770737453357223,1.4875669361639181e-06,3.471011999311469e-06,4.958578935475388e-06,0.16770737453357223
10,4440.0418585201805,0.20637961795819854,18429985.74086557,196.35708810994169,0.005076509505565725,0.16999926929391945,1.549455926427144e-06,3.6152732116795367e-06,5.164729138106681e-06,0.16999926929391945
11,5088.479723973796,0.21794303559644645,20001447.402098525,196.3818647756642,0.0050098103683069144,0.17232684580215019,1.6139008734542136e-06,3.765816113945319e-06,5.379716987399533e-06,0.17232684580215019
12,5831.578703892046,0.23015434971206658,21706802.60971419,196.40803039739805,0.0049438616060487875,0.1746811361617204,1.681008168290876e-06,3.922280592141216e-06,5.603288760432092e-06,0.1746811361617204
