,central_pressure_1,central_pressure_2,central_density_1,central_density_2,radius_1,radius_2,mass_1,mass_2,total_mass,radius
0,1580.453798174858,28.28890965528718,145037.103561964,728.334092050253,0.2913213607123847,1.180335530144909,0.004067814750941054,0.004067915366028225,0.008135730116969279,1.180335530144909
1,1994.7192668914795,32.10437924872179,163161.4104424143,739.2803270145479,0.2904436251100373,1.2227608360624034,0.004525784401245386,0.004525829380571374,0.00905161378181676,1.2227608360624034
2,2514.166757464409,36.43446069520473,183456.18846803714,751.8655579069494,0.28943857189478644,1.265862797075053,0.005025348436929436,0.005025416470373437,0.010050764907302872,1.265862797075053
3,3163.9114767313004,41.348562321237196,206147.12639345837,766.3415429920541,0.2883004942052867,1.3095098742112257,0.005567947305055267,0.005567979677871043,0.01113592698292631,1.3095098742112257
4,3974.370300769806,46.9254539084826,231477.89829516105,782.9957871427525,0.2870240040414986,1.3535729771483642,0.006154509407934173,0.006154547237216591,0.012309056645150765,1.3535729771483642
5,4982.229232788086,53.2545293209904,259707.73364166875,802.1561236480875,0.2856043408062076,1.3978757040118273,0.006785369512700724,0.006785109812288667,0.013570479324989391,1.3978757040118273
6,6231.217369437218,60.43723942939928,291105.7040647521,824.1976597780132,0.28403696691502367,1.4423050192621856,0.007460063322317903,0.007460060851837057,0.01492012417415496,1.4423050192621856
7,7773.383945226669,68.58871830094007,325956.49662933097,849.5457841034325,0.28231850130073194,1.4866361566361126,0.008177402213252818,0.008177559339383862,0.01635496155263668,1.4866361566361126
8,9669.98839378357,77.83962872197772,364558.41275713494,878.6834075650561,0.28044634235096766,1.5306569136910533,0.008935276576198487,0.008935097814947682,0.01787037439114617,1.5306569136910533
9,11992.351710796356,88.33825663559958,407210.0363291024,912.1551348482263,0.2784197620645814,1.5742223620034288,0.009730567807374803,0.009730514867591297,0.0194610826749661,1.5742223620034288
10,14823.210895061493,100.25288806668968,454222.082748499,950.5723641661574,0.27623910160360393,1.617100433364378,0.010559319956546402,0.010559276228025207,0.02111859618457161,1.617100433364378
11,18257.454216480255,113.77450663500967,505914.12209286145,994.6270664844172,0.2739067838287374,1.6591066838650619,0.01141663148441228,0.011416763428644538,0.022833394913056818,1.6591066838650619
12,22403.282165527344,129.11985489563943,562602.4662086534,1045.0837861162006,0.2714265280512152,1.7000135915101142,0.012296865338475578,0.012296536507348266,0.024593401845823842,1.7000135915101142
13,27382.362246513367,146.5349085780257,624607.3370952107,1102.83118098448,0.26880393997273266,1.7397142559467225,0.013193628710468426,0.013193820458613045,0.02638744916908147,1.7397142559467225
14,33331.68649673462,166.29881941336893,692254.1858997861,1168.8062747686165,0.2660465308872345,1.7779895191116082,0.014100168210063616,0.014100618557658939,0.028200786767722554,1.7779895191116082
15,40403.88107299805,188.7283897512681,765876.2400259658,1244.1184655788709,0.2631627952167153,1.8146613407792622,0.01500943744958796,0.015008958524935225,0.030018395974523184,1.8146613407792622
16,48766.7418718338,214.18315069074654,845796.4378609832,1329.973290933841,0.2601629138951268,1.8497186330476196,0.015914181199436432,0.015914393248702207,0.031828574448138636,1.8497186330476196
17,58606.63998126984,243.07112512470746,932362.606989044,1427.731833645112,0.2570575342962296,1.8829693128097489,0.016807462384997078,0.01680757806891643,0.03361504045391351,1.8829693128097489
18,70127.28333473206,275.85536807561454,1025924.3241844488,1538.9334315189392,0.25385848096472496,1.9143457936630455,0.017682571232508743,0.01768190158942528,0.03536447282193402,1.9143457936630455
19,83550.33588409424,313.0613891596228,1126828.9329243172,1665.2849563369832,0.25057806915167846,1.9438851713442298,0.018533224573516395,0.01853357172221495,0.03706679629573134,1.9438851713442298
20,99120.06139755249,355.2855761562995,1235464.9246110886,1808.7383499727666,0.24722808848210817,1.9714312566749594,0.019353901622555014,0.01935336604825252,0.03870726767080754,1.9714312566749594
21,117098.98924827576,403.2047547081956,1352218.5889546475,1971.4629327633575,0.24382098376307682,1.9971003334261284,0.020139604748717916,0.020139926112437326,0.04027953086115524,1.9971003334261284
22,137775.6540775299,457.5870373858827,1477514.6334529894,2155.935208125697,0.2403682076522903,2.0208129653578304,0.020886214101283107,0.020886408485776012,0.04177262258705912,2.0208129653578304
23,161461.4999294281,519.3041360217204,1611801.3179830527,2364.930880310923,0.23688128109219414,2.042625629637187,0.02159030831580831,0.021590258334865185,0.04318056665067349,2.042625629637187
24,188495.21446228027,589.345334670932,1755569.644571457,2601.593544298696,0.23337099330128874,2.0625921984800315,0.022249226032805963,0.02224924737497393,0.04449847340777989,2.0625921984800315
25,219245.82481384277,668.833347177247,1909328.4868218657,2869.480167791047,0.22984743512903474,2.0807406694683985,0.022861025540871546,0.022860696520351435,0.04572172206122298,2.0807406694683985
26,254112.69760131836,759.0423135292932,2073625.86810983,3172.6317611088098,0.2263198755418692,2.097155194805352,0.023424431710685117,0.02342413881111334,0.04684857052179846,2.097155194805352
27,293530.4923057556,861.4182234774448,2249099.3982471046,3515.582388333074,0.22279704106016068,2.1118966354432476,0.023938794134697332,0.023938767718523123,0.04787756185322045,2.1118966354432476
28,337973.49548339844,977.6020947881004,2436386.7790516648,3903.5191509359092,0.21928648828837494,2.1250000700905143,0.024404001742122435,0.024403270952101975,0.04880727269422441,2.1250000700905143
29,387953.1440734863,1109.4562776673206,2636179.4982393007,4342.283983075063,0.21579577318550286,2.1366215623265634,0.02482038074191405,0.02482085620105096,0.04964123694296501,2.1366215623265634
30,444032.88555145264,1259.0943069963637,2849291.2902479013,4838.490460572632,0.21233073640493952,2.1467315149376387,0.02518872925641556,0.025188699213098683,0.05037742846951424,2.1467315149376387
31,506819.5095062256,1428.9147808905695,3076518.8767729164,5399.658736804895,0.2088976495450545,2.155489908776751,0.02551012466865,0.02551086731082971,0.05102099197947971,2.155489908776751
32,576979.2461395264,1621.6398086322547,3318787.1025124034,6034.298327884352,0.2055011158827951,2.162900205190575,0.02578595542281327,0.025786251366914804,0.05157220678972807,2.162900205190575
33,655232.8128814697,1840.35864427259,3577085.6325680874,6752.03825192167,0.20214583806187708,2.169090784801959,0.026017811371554858,0.026018416160273398,0.05203622753182825,2.169090784801959
34,742372.7512359619,2088.5772053200367,3852452.777416023,7563.821409266766,0.1988355880706355,2.174060290013757,0.026207471129725764,0.02620653832056843,0.052414009450294195,2.174060290013757
35,839251.0433197021,2370.274270266824,4146063.1929158494,8482.000024021901,0.19557420900283196,2.177990078728628,0.026356813986657266,0.02635656079008632,0.052713374776743586,2.177990078728628
36,946808.8321685791,2689.96525576271,4459149.372556253,9520.664756236845,0.19236443911791887,2.1808746289698164,0.026467838826765604,0.02646788790442891,0.05293572673119451,2.1808746289698164
37,1066066.514968872,3052.7745957416346,4793069.720959632,10695.725008632555,0.1892090910970883,2.182793795493441,0.026542583904572915,0.026543143844490184,0.0530857277490631,2.182793795493441
38,1198138.6032104492,3464.517882690302,5149292.376381946,12025.087519562414,0.18611037768072877,2.1837951615682702,0.02658312211915462,0.026583912068948282,0.0531670341881029,2.1837951615682702
