,central_pressure_1,central_pressure_2,central_density_1,central_density_2,radius_1,radius_2,mass_1,mass_2,central_density
0,100.0,150,36176.04557450636,709.4216771022703,0.2900241945374274,12.146460321642572,0.0010329462632220874,2.001241451005545,36885.46725160863
1,31345.833333333332,150,670335.7403593328,709.4216771022703,0.267073538001919,11.86757739484702,0.013831914961371221,1.4626201893376058,671045.162036435
2,62591.666666666664,150,965569.9047995987,709.4216771022703,0.2561067801147596,10.781801494742012,0.017160312460345543,1.0014050031252177,966279.326476701
3,93837.5,150,1199480.869631731,709.4216771022703,0.24854332973287008,9.071038806320503,0.0191334522990053,0.5602081938694863,1200190.2913088333
4,125083.33333333333,150,1401623.4892028365,709.4216771022703,0.2426734986530971,6.395080136179146,0.020493041000379172,0.1875793620761189,1402332.9108799389
5,156329.16666666666,150,1583434.2739122459,709.4216771022703,0.23784634344484287,2.392208830326881,0.02150231041530475,0.00969141818719534,1584143.6955893482
6,187575.0,150,1750819.0041572296,709.4216771022703,0.23373476135969148,0.9115400637543123,0.022286382222490374,0.0005638907121412645,1751528.425834332
7,218820.8333333333,150,1907264.3572447924,709.4216771022703,0.2301482887049652,0.587221902289903,0.022914578868587714,0.0001598424204074838,1907973.7789218947
8,250066.66666666666,150,2055037.4002936946,709.4216771022703,0.22696546342599683,0.4527585965980506,0.023429293041214733,7.726301357044573e-05,2055746.821970797
9,281312.5,150,2195745.107190687,709.4216771022703,0.22410338161934168,0.378985787734937,0.02385825718878257,4.744084498691195e-05,2196454.5288677895
10,312558.3333333333,150,2330516.5072377413,709.4216771022703,0.22150284479487278,0.33212795092054676,0.024220526709214502,3.319385619230653e-05,2331225.9289148436
11,343804.1666666666,150,2460244.0500260293,709.4216771022703,0.21912006306428608,0.2995619887413204,0.024529743932752195,2.516404493858513e-05,2460953.4717031317
12,375050.0,150,2585574.054659637,709.4216771022703,0.2169214603697967,0.27550616136087497,0.02479596605660771,2.0119684252838243e-05,2586283.4763367395
13,406295.8333333333,150,2707064.7754288996,709.4216771022703,0.21488083094047156,0.25693698208238536,0.025026814155257506,1.669975094579017e-05,2707774.197106002
