,central_pressure_1,central_pressure_2,central_density_1,central_density_2,radius_1,radius_2,mass_1,mass_2
0,850000000.0,1e-06,29392756076.93274,195.91499766207392,0.0013861387755798326,1.1205265919950184e-06,4.379121384438631e-05,2.994241801184016e-22
1,850000000.0,6.201343275167785,29392756076.93274,209.28875252425547,0.001386128285249644,0.0006486209399852986,4.379134797821271e-05,2.0564515732585975e-13
2,850000000.0,12.402685550335569,29392756076.93274,222.83599380004637,0.0013861469111023038,0.0010455954889749073,4.379163775069871e-05,8.74708097670762e-13
3,850000000.0,18.604027825503355,29392756076.93274,236.5405241890578,0.0013861416921134226,0.001681265885788162,4.379154344104043e-05,3.6333104522412166e-12
4,850000000.0,24.80537010067114,29392756076.93274,250.38852012020845,0.0013861388651603922,0.003955642585121988,4.37914123808849e-05,4.6395700832099463e-11
5,850000000.0,31.006712375838926,29392756076.93274,264.3680715230572,0.001386136446271724,3.0393040253152748,4.379135590593017e-05,0.020751104821499358
6,850000000.0,37.208054651006705,29392756076.93274,278.4688303404112,0.0013861381480210668,6.434348764643724,4.379133592274402e-05,0.20040029197254872
7,850000000.0,43.409396926174495,29392756076.93274,292.6817379369595,0.0013861413390865805,8.143119224056468,4.379132758301865e-05,0.4131335246417167
8,850000000.0,49.61073920134228,29392756076.93274,306.9988107818406,0.0013861412918070458,9.270180813442028,4.379132040720036e-05,0.6194379698145734
9,850000000.0,55.81208147651006,29392756076.93274,321.4129698659148,0.001386143815379413,10.08077610207772,4.3791314762297154e-05,0.8089746769832272
10,850000000.0,62.01342375167785,29392756076.93274,335.917903416493,0.0013861438660842656,10.691474326954841,4.379130920480848e-05,0.9795118285149729
11,850000000.0,68.21476602684564,29392756076.93274,350.5079552941796,0.0013861427143917792,11.16545225311794,4.379130412181244e-05,1.1316503134450062
12,850000000.0,74.41610830201341,29392756076.93274,365.1780334330534,0.0013861436780420557,11.541056312250987,4.3791301989791146e-05,1.2669690970711946
13,850000000.0,80.6174505771812,29392756076.93274,379.9235340926524,0.0013861388011427085,11.843278192441716,4.379127830962204e-05,1.3872916118713567
14,850000000.0,86.81879285234899,29392756076.93274,394.7402787071595,0.0013861362487093574,12.089353171792903,4.3791266559121945e-05,1.4944142288471882
15,850000000.0,93.02013512751677,29392756076.93274,409.6244608621414,0.0013861375599302462,12.291474647210947,4.379126171272723e-05,1.5899529839345474
16,850000000.0,99.22147740268456,29392756076.93274,424.57260148177465,0.0013861365188192424,12.458543549784213,4.379125607678556e-05,1.6753519842491522
17,850000000.0,105.42281967785235,29392756076.93274,439.58151072415126,0.0013861363061222671,12.59740394762206,4.379125184074426e-05,1.7518702834883528
18,850000000.0,111.62416195302012,29392756076.93274,454.6482553967352,0.0013861360440399974,12.713191905453856,4.3791249171176505e-05,1.8205950141857743
19,850000000.0,117.82550422818791,29392756076.93274,469.77013094493884,0.0013861377149032214,12.809941317320403,4.379124826078233e-05,1.8824647924991622
20,850000000.0,124.0268465033557,29392756076.93274,484.9446372530084,0.0013861362615682489,12.890831269977546,4.37912440305607e-05,1.9382889566042205
21,850000000.0,130.22818877852347,29392756076.93274,500.16945764162006,0.0013861353352071213,12.958417293938835,4.379124226939228e-05,1.9887661176436382
22,850000000.0,136.42953105369128,29392756076.93274,515.4424405607288,0.0013861355288925174,13.014761165241195,4.3791240682049446e-05,2.034500351249807
23,850000000.0,142.63087332885905,29392756076.93274,530.7615835666031,0.001386136206867393,13.061548664872822,4.379123962459276e-05,2.0760153592729265
24,850000000.0,148.83221560402683,29392756076.93274,546.1250192440828,0.0013861360764614384,13.100206554431242,4.379123858689833e-05,2.1137673818494105
25,850000000.0,155.03355787919463,29392756076.93274,561.5310027929836,0.0013861362398767607,13.13177652988992,4.379123785007174e-05,2.1481500005520187
26,850000000.0,161.2349001543624,29392756076.93274,576.977901044349,0.001386136121149042,13.157336198872333,4.379123690135679e-05,2.1795133701474088
27,850000000.0,167.43624242953018,29392756076.93274,592.4641827102613,0.0013861361402718085,13.177660216927366,4.379123621097293e-05,2.2081606327096663
28,850000000.0,173.63758470469799,29392756076.93274,607.9884097019998,0.0013861356404664873,13.193436628679999,4.379123539040031e-05,2.2343593720380244
29,850000000.0,179.83892697986576,29392756076.93274,623.549229376862,0.0013861356570804301,13.205250491449926,4.3791234962813543e-05,2.258345617346319
30,850000000.0,186.04026925503354,29392756076.93274,639.1453675950493,0.0013861367692667903,13.213567443557562,4.3791235053683983e-05,2.2803278322134006
31,850000000.0,192.24161153020134,29392756076.93274,654.7756224855125,0.0013861353843631354,13.218924709308471,4.379123407997703e-05,2.3004921872655544
32,850000000.0,198.44295380536911,29392756076.93274,670.4388588342359,0.0013861369712800627,13.221586158004852,4.3791234439510687e-05,2.319002409856563
33,850000000.0,204.6442960805369,29392756076.93274,686.1340030206495,0.0013861360451587444,13.221909192372635,4.379123364822615e-05,2.3360056857890816
34,850000000.0,210.8456383557047,29392756076.93274,701.8600384381157,0.0013861365809024208,13.22017326932934,4.3791233454474185e-05,2.3516332748328055
35,850000000.0,217.04698063087247,29392756076.93274,717.6160013431087,0.0013861368954856043,13.216622267997373,4.37912329545018e-05,2.3660027838238467
36,850000000.0,223.24832290604024,29392756076.93274,733.4009770850298,0.0013861364297332798,13.211469505075593,4.3791232363533974e-05,2.3792198958202886
37,850000000.0,229.44966518120805,29392756076.93274,749.2140966748517,0.0013861377445656858,13.204901921232208,4.379123482008307e-05,2.391379563123368
38,850000000.0,235.65100745637582,29392756076.93274,765.0545336560976,0.0013861376912390896,13.197084142904227,4.3791234253822274e-05,2.4025675382420073
39,850000000.0,241.8523497315436,29392756076.93274,780.9215012462234,0.0013861410510850158,13.188161420520434,4.379125763931879e-05,2.412861230735167
40,850000000.0,248.0536920067114,29392756076.93274,796.8142497203778,0.001386140513680902,13.17826192583176,4.3791256919282955e-05,2.4223308688319722
41,850000000.0,254.25503428187918,29392756076.93274,812.7320640128853,0.0013861404762255066,13.167499630002656,4.379125625963803e-05,2.431040093811646
42,850000000.0,260.45637655704695,29392756076.93274,828.674261514712,0.0013861402763736034,13.15597525273766,4.379125562699392e-05,2.439046651585126
43,850000000.0,266.65771883221475,29392756076.93274,844.6401900476844,0.001386140068780016,13.14377866513291,4.379125503054116e-05,2.4464032141601457
44,850000000.0,272.85906110738256,29392756076.93274,860.6292259984333,0.0013861401651547919,13.130989773104314,4.3791254480354745e-05,2.4531577605312154
45,850000000.0,279.0604033825503,29392756076.93274,876.6407725969295,0.0013861400815079067,13.117680132303889,4.379125394728417e-05,2.4593541745500027
46,850000000.0,285.2617456577181,29392756076.93274,892.6742583261554,0.0013861398413268957,13.103913055397632,4.379125343588178e-05,2.4650324871933487
47,850000000.0,291.4630879328859,29392756076.93274,908.7291354509006,0.0013861398600191642,13.0897434606681,4.379125295999711e-05,2.470229092599843
48,850000000.0,297.66443020805366,29392756076.93274,924.8048786549555,0.001386139205626588,13.075231195548803,4.379125250384958e-05,2.474978813881322
49,850000000.0,303.86577248322146,29392756076.93274,940.9009837771004,0.001386139378553902,13.06041309655135,4.379125208403836e-05,2.4793115272209096
50,850000000.0,310.06711475838927,29392756076.93274,957.0169666372709,0.001386140422935076,13.045333453046535,4.379125192620958e-05,2.483256048427947
51,850000000.0,316.268457033557,29392756076.93274,973.1523619451638,0.0013861401846496767,13.030029555480704,4.37912515170151e-05,2.4868386075694104
52,850000000.0,322.4697993087248,29392756076.93274,989.3067222843104,0.001386140286863752,13.014534660395707,4.379125114830598e-05,2.49008339273433
