,central_pressure_1,central_pressure_2,central_density_1,central_density_2,radius_1,radius_2,mass_1,mass_2,central_density,mass_1__in_GeV,dimensionless_mass_1,central_density_1_in_GEV4,dimensionless_central_density_1
1,1342.2818801879196,600,13243.722742689708,1726.7666942349415,2.2816098409264756,12.086594027536059,0.17078194800790694,1.958671729526916,14970.48943692465,1.9042187202881626e+56,94.17140687290942,0.10162167418913282,1.2545885702362075e-07
2,2684.563759375839,600,19516.260671564,1726.7666942349415,2.234194829627505,11.707906638879287,0.2178528568504542,1.6002026371663407,21243.027365798942,2.429059353882564e+56,120.12692360166763,0.14975208420537153,1.8487911630292783e-07
3,4026.8456385637583,600,24641.622061441925,1726.7666942349415,2.178175387988325,11.020526860536389,0.24109145222103745,1.250158018599517,26368.388755676868,2.6881696922645677e+56,132.94098999056249,0.1890799843270525,2.334320794161142e-07
4,5369.127517751678,600,29173.43538454907,1726.7666942349415,2.127873907728693,10.081740577726794,0.2546340378947738,0.9172076419187821,30900.202078784012,2.839169522526728e+56,140.40854941630235,0.22385347407418346,2.7636231367183143e-07
5,6711.409396939598,600,33325.641381278285,1726.7666942349415,2.0838697725661213,8.932912690342436,0.2632027732876417,0.6221376028589238,35052.40807551322,2.934710922157205e+56,145.13346253786187,0.25571416258026763,3.156964970126761e-07
6,8053.691276127517,600,37208.32788773057,1726.7666942349415,2.045249007153729,7.653008834401749,0.2688797837499059,0.3878877131299312,38935.09458196551,2.9980095888114508e+56,148.26384059186378,0.2855067753375099,3.524775004166789e-07
7,9395.973155315436,600,40886.720494084766,1726.7666942349415,2.0110595364083452,6.383711792350713,0.27273582590963924,0.2271966117981839,42613.487188319705,3.0410044588924777e+56,150.3901128318697,0.31373180105310594,3.87323211176674e-07
8,10738.255034503356,600,44403.43931852173,1726.7666942349415,1.9805146161971006,5.282691153163278,0.27537959304741144,0.13213792345432138,46130.206012756666,3.0704824624786376e+56,151.84792071913446,0.34071627222749584,4.206373731203652e-07
9,12080.536913691276,600,47788.12715485101,1726.7666942349415,1.952997916846245,4.426556856878346,0.27718288622142767,0.08077261150311567,49514.89384908595,3.090589181368919e+56,152.84228023536136,0.36668764381372404,4.527007948317581e-07
10,13422.818792879196,600,51061.89139520701,1726.7666942349415,1.9280222890983136,3.795308184348595,0.27838490948250055,0.05321571207774855,52788.658089441946,3.1039917407298814e+56,153.5050916326406,0.39180787695882874,4.837134283442331e-07
11,14765.100672067114,600,54241.63208789134,1726.7666942349415,1.9052042263003426,3.3325444249244023,0.2791463002176156,0.037698075939317593,55968.39878212628,3.1124812474264143e+56,153.9249324737959,0.416206649037945,5.138353691826482e-07
12,16107.382551255034,600,57339.36094328751,1726.7666942349415,1.884237130419786,2.987159864305361,0.2795785191482124,0.028354368767880073,59066.12763752245,3.1173004885025685e+56,154.1632636630474,0.4399761282535309,5.431804052512727e-07
13,17449.664430442954,600,60365.42472144627,1726.7666942349415,1.864872445659979,2.722735699009422,0.27976108388448573,0.022348339706226527,62092.191415681205,3.119336085312016e+56,154.2639322539657,0.4631957073185885,5.71846552245171e-07
14,18791.946309630872,600,63327.93530441386,1726.7666942349415,1.8469071027911679,2.5150270219148134,0.279751974478544,0.018261874134547832,65054.7019986488,3.1192345154357657e+56,154.2589092080096,0.4859276302901992,5.999106546792582e-07
15,20134.228188818794,600,66233.25632431077,1726.7666942349415,1.8301751912763304,2.3480120221773855,0.2795945294190497,0.015346159503667347,67960.02301854572,3.1174790030224047e+56,154.17209193644953,0.5082207265619232,6.274329957554607e-07
