,central_pressure_1,central_pressure_2,central_density_1,central_density_2,radius_1,radius_2,mass_1,mass_2,central_density,mass_1__in_GeV,dimensionless_mass_1,central_density_1_in_GEV4,dimensionless_central_density_1
0,1e-06,1914,1.2902873802781691,5970,0.004908277629676181,8.993990118098353,5.666078155882027e-13,1.6615938579892289,5971.290287380278,6.31767714380846e+44,3.1243498368256495e-10,9.900627362601222e-06,1.2222996743952126e-11
1,1342.2818801879196,1914,13243.722742689708,5970,1.8495370516474694,9.55422362895525,0.09695706864366493,1.587851670059968,19213.722742689708,1.081071315376864e+56,53.463399773519654,0.10162167418913282,1.2545885702362075e-07
2,2684.563759375839,1914,19516.260671564,5970,1.9246930259432025,9.752856981749735,0.14683857509429882,1.4871110439259039,25486.260671564,1.637250112301432e+56,80.96871689977013,0.14975208420537153,1.8487911630292783e-07
3,4026.8456385637583,1914,24641.622061441925,5970,1.937622956311697,9.797839678746877,0.17727609415240186,1.3787736288520402,30611.622061441925,1.976628449799281e+56,97.75236426330676,0.1890799843270525,2.334320794161142e-07
4,5369.127517751678,1914,29173.43538454907,5970,1.932151103375727,9.732695270880555,0.1976867076354421,1.262467582164758,35143.43538454907,2.2042067901351797e+56,109.00704433492699,0.22385347407418346,2.7636231367183143e-07
5,6711.409396939598,1914,33325.641381278285,5970,1.919766701267943,9.575480755574482,0.21217283182453492,1.139203587826478,39295.641381278285,2.3657270748435646e+56,116.99488327771381,0.25571416258026763,3.156964970126761e-07
6,8053.691276127517,1914,37208.32788773057,5970,1.904662488164434,9.335474701489407,0.22285272471249096,1.0109530836999974,43178.32788773057,2.4848078805442744e+56,122.88391634146734,0.2855067753375099,3.524775004166789e-07
7,9395.973155315436,1914,40886.720494084766,5970,1.888636476410859,9.018518015663826,0.2309422052491399,0.8803902432364155,46856.720494084766,2.57500558852791e+56,127.34456204725339,0.31373180105310594,3.87323211176674e-07
8,10738.255034503356,1914,44403.43931852173,5970,1.8725292030604856,8.629710318531947,0.23719234095786673,0.750761846376039,50373.43931852173,2.644694601680214e+56,130.79096888183386,0.34071627222749584,4.206373731203652e-07
9,12080.536913691276,1914,47788.12715485101,5970,1.8567465532584855,8.175401794119727,0.24209309517581984,0.625745785736762,53758.12715485101,2.699338011210391e+56,133.4933090578671,0.36668764381372404,4.527007948317581e-07
10,13422.818792879196,1914,51061.89139520701,5970,1.8414828313928886,7.665035280503931,0.24597781258944026,0.5092049543516068,57031.89139520701,2.742652610372259e+56,135.63539320909945,0.39180787695882874,4.837134283442331e-07
11,14765.100672067114,1914,54241.63208789134,5970,1.8268264425114664,7.112720189409663,0.24908125618738053,0.4047637359244144,60211.63208789134,2.777256006489293e+56,137.34667272767732,0.416206649037945,5.138353691826482e-07
12,16107.382551255034,1914,57339.36094328751,5970,1.8128035516053933,6.537902987190877,0.2515730530683887,0.3152240476462319,63309.36094328751,2.805039541712534e+56,138.72068222143952,0.4399761282535309,5.431804052512727e-07
13,17449.664430442954,1914,60365.42472144627,5970,1.7994131136854283,5.964072293021948,0.25357901439346536,0.24196830353506507,66335.42472144627,2.827406010487139e+56,139.82679561526479,0.4631957073185885,5.71846552245171e-07
14,18791.946309630872,1914,63327.93530441386,5970,1.786636900190045,5.415098687870045,0.25519423083445925,0.1846575189323937,69297.93530441387,2.8454156738042207e+56,140.71744715324584,0.4859276302901992,5.999106546792582e-07
15,20134.228188818794,1914,66233.25632431077,5970,1.7744454929688402,4.910342576252724,0.2564915628425119,0.14145083819043974,72203.25632431077,2.8598809256940078e+56,141.4328130441064,0.5082207265619232,6.274329957554607e-07
16,21476.51006800671,1914,69087.54165415895,5970,1.7628086962513088,4.461244290966849,0.25752797374486097,0.10967709092778438,75057.54165415895,2.8714369072552e+56,142.0043036138715,0.5301222160047432,6.54471871610794e-07
17,22818.79194719463,1914,71895.3804501905,5970,1.7516947732425263,4.070973447965771,0.25834840539146964,0.08656930363372962,77865.3804501905,2.880584720114887e+56,142.45670038826958,0.5516673121117592,6.8107075569353e-07
18,24161.07382638255,1914,74660.49036215137,5970,1.7410708457002935,3.736587906609139,0.2589887730856149,0.06974552887425746,80630.49036215137,2.8877248199046066e+56,142.80980753675362,0.5728845411363954,7.072648656004881e-07
19,25503.35570557047,1914,77386.57809244769,5970,1.730908090733114,3.4518801625190054,0.25947814358016663,0.057373466802852054,83356.57809244769,2.893181300918858e+56,143.07965284822583,0.5938023453309962,7.330893152234521e-07
20,26845.63758475839,1914,80076.94682577145,5970,1.7211765057381512,3.20961242014389,0.2598401050662424,0.04813325668372524,86046.94682577145,2.897217171488603e+56,143.27924316075692,0.6144460706775849,7.585753958982531e-07
21,28187.91946394631,1914,82733.95696098502,5970,1.7118485370273873,3.0028133394062064,0.26009406743483715,0.0411058204321722,88703.95696098502,2.9000488518984342e+56,143.41928134290856,0.6348338289781683,7.837454678742819e-07
22,29530.201343134227,1914,85359.83447663097,5970,1.7028999151617246,2.825350648369317,0.2602560747868818,0.035659435653212265,91329.83447663097,2.901855233873732e+56,143.5086143224404,0.6549827006013558,8.086206180263652e-07
23,30872.48322232215,1914,87956.80535125195,5970,1.6943064671908985,2.672079201454946,0.2603395526310643,0.031359823689870066,93926.80535125195,2.902786011836367e+56,143.55464510099213,0.6749097659157571,8.332219332293298e-07
24,32214.765101510067,1914,90527.00943576312,5970,1.6860463908905514,2.5387859332832563,0.26035570447446077,0.02790600402801299,96497.00943576312,2.902966104890238e+56,143.5635514393609,0.6946314444158559,8.575696844640197e-07
25,33557.04698069799,1914,93072.00218639607,5970,1.6781004640929538,2.4220600103198717,0.2603139914432381,0.02508674360604263,99042.00218639607,2.902501004592105e+56,143.54055032664968,0.71415967142146,8.816786066931605e-07
26,34899.32885988591,1914,95593.0962292148,5970,1.6704491977736393,2.319150207525736,0.26022243178685234,0.022751582918528846,101563.0962292148,2.901480114423404e+56,143.49006313081182,0.7335045189690202,9.055611345296546e-07
27,36241.610739073825,1914,98091.60339936025,5970,1.6630759347163464,2.2278358670597056,0.26008785239636395,0.020791665869762464,104061.60339936025,2.899979554219458e+56,143.41585428915013,0.75267605302608,9.292296950939259e-07
28,37583.89261826174,1914,100568.83553197327,5970,1.655964638728708,2.146318558142719,0.25991609380168307,0.019126993610661207,106538.83553197327,2.8980644458887662e+56,143.32114434648767,0.7716843395601821,9.526967155063976e-07
29,38926.17449744966,1914,103026.09573520599,5970,1.6491005721853933,2.0731345671879153,0.25971217170928584,0.0176978710758143,108996.09573520599,2.8957907145585375e+56,143.20869902918386,0.7905393775749786,9.75974540216023e-07
30,40268.45637663759,1914,105464.44459020068,5970,1.6424699371512748,2.007085614767154,0.25948041012179657,0.01645909905437639,111434.44459020068,2.893206572858032e+56,143.0809026490187,0.8092493051169524,9.990732161937685e-07
31,41610.738255825505,1914,107884.67436557128,5970,1.6360611890626924,1.9471843900861607,0.2592245472751394,0.015375976608083111,113854.67436557128,2.890353702117804e+56,142.93981651832823,0.8278202014180931,1.0220002486643124e-06
32,42953.02013501342,1914,110287.56342932941,5970,1.629861348085608,1.892612184510727,0.2589478238425313,0.014421516058513325,116257.56342932941,2.8872682358442243e+56,142.78722758684353,0.8462580390483504,1.044763011170803e-06
33,44295.30201420134,1914,112673.89014948675,5970,1.6238601785413826,1.8426857459483366,0.2586530646672508,0.013574473428876209,118643.89014948675,2.8839816710398467e+56,142.62469351021164,0.8645687905776746,1.0673688772563884e-06
34,45637.58389338926,1914,115044.43289405486,5970,1.618047649147957,1.7968313988707654,0.2583427275941673,0.012817937656881433,121014.43289405486,2.880521412674966e+56,142.45356957634164,0.8827584285760149,1.089825220464216e-06
35,46979.865772577185,1914,117399.97003104548,5970,1.6124138477821164,1.7545644199882124,0.25801896318520673,0.012138303744532355,123369.97003104548,2.8769114395150554e+56,142.27504163329593,0.9008329256133222,1.1121394143374348e-06
36,48322.1476517651,1914,119741.24789279819,5970,1.6069505812737408,1.7154732168250306,0.25768367288320504,0.011524522372115098,125711.24789279819,2.8731729526477366e+56,142.09015816160206,0.9187980084435704,1.1343185289426794e-06
37,49664.42953095302,1914,122068.81281657546,5970,1.601649385300873,1.6792058937405128,0.25733851021290804,0.01096753369663009,128038.81281657546,2.8693243888739248e+56,141.89983093649994,0.9366578692194016,1.156367739777039e-06
38,51006.71141014094,1914,124383.13410609525,5970,1.596502684529425,1.645460250467974,0.25698493320977817,0.010459848334273759,130353.13410609525,2.8653820052890266e+56,141.70486393787368,0.9544161090000081,1.1782914925926025e-06
39,52348.99328932886,1914,126684.68090280714,5970,1.5915033354387507,1.613975382692585,0.25662422930320555,0.009995225640511158,132654.68090280716,2.861360156730742e+56,141.5059670711807,0.9720763275994648,1.2000942316042776e-06
40,53691.27516851678,1914,128973.92234816068,5970,1.5866447623336515,1.5845249779601291,0.25625753550991764,0.009568427400243605,134943.92234816068,2.857271520935582e+56,141.3037673023627,0.9896421248318471,1.2217804010269717e-06
41,55033.5570477047,1914,131251.32758360537,5970,1.5819315578228368,1.5569050817587593,0.25588589788580685,0.009174984823334235,137221.32758360537,2.8531277614267465e+56,141.09884144036351,1.0071171005112294,1.2433544450755918e-06
42,56375.83892689262,1914,133517.36575059078,5970,1.5773621261564508,1.53092016603567,0.25551034991825305,0.008811000762550165,139487.36575059078,2.848940401588522e+56,140.8917593636843,1.024504854451687,1.2648208079650457e-06
43,57718.12080608054,1914,135772.50599056642,5970,1.5729274194632858,1.5064009471478652,0.25513177932440995,0.008473171671138301,141742.50599056642,2.844719339467171e+56,140.68301057121081,1.0418089864672948,1.2861839339102406e-06
44,59060.402685268455,1914,138017.20561063083,5970,1.5686192929706182,1.4832037070058137,0.2547510310789799,0.00815869660786167,143987.20561063083,2.840473996530626e+56,140.47306099308045,1.059033005564838,1.3074481550183186e-06
45,60402.68456445637,1914,140251.80617231154,5970,1.564429522287707,1.4612030749498994,0.2543685759290471,0.007865172740079331,146221.80617231154,2.8362096216088756e+56,140.2621702054119,1.0761795326127042,1.3286167069292643e-06
46,61744.9664436443,1914,142476.58377032797,5970,1.5603524865459184,1.440292022899775,0.25398504038231456,0.007590534795709246,148446.58377032797,2.8319332002628078e+56,140.0506836727726,1.0932506861396611,1.3496922051106928e-06
47,63087.248322832216,1914,144691.8137562341,5970,1.556382021645253,1.420376702931556,0.25360089982364736,0.007332988939814776,150661.8137562341,2.827650033033668e+56,139.8388635286145,1.1102485789720227,1.3706772579901515e-06
48,64429.530202020134,1914,146897.771481584,5970,1.5525131125212497,1.4013747548327775,0.2532165658632061,0.007090969384914632,152867.771481584,2.8233647093747484e+56,139.62693674018067,1.1271753239361038,1.3915744739951898e-06
