,central_density_1,central_density_2,radius_1,radius_2,mass_1,mass_2
0,109150.98501610148,228.000000003,0.29490446311788215,4.0725306572283085e-06,0.003175323830963142,5.698628381698883e-20
1,109150.98501610148,329.2631578976842,0.29380124172420563,9.293333809848175,0.0031480154059222738,0.7629310007119919
2,109150.98501610148,430.52631579236845,0.2932863956745755,10.90314656253759,0.0031353046071683375,1.3624703916749898
3,109150.98501610148,531.7894736870526,0.292774357928078,11.334304417359913,0.0031226876246452317,1.6540433215437755
4,109150.98501610148,633.0526315817368,0.29226656403208134,11.437990033715417,0.0031101671766069067,1.8098034379186356
5,109150.98501610148,734.3157894764211,0.2917616716565538,11.420525001742355,0.0030977436465214844,1.8982235153285976
6,109150.98501610148,835.5789473711052,0.2912546166009385,11.35283590045858,0.003085404560040329,1.9497935514411209
7,109150.98501610148,936.8421052657894,0.29075723299376816,11.264046315837348,0.0030731603648859592,1.9797063435310258
8,109150.98501610148,1038.1052631604737,0.29026303871465187,11.167375072865973,0.0030610065701384592,1.9962098299874074
9,109150.98501610148,1139.3684210551578,0.28977174217457247,11.069234660091299,0.0030489421322195797,2.0040865288053062
10,109150.98501610148,1240.6315789498422,0.2892912207125311,10.972789538560027,0.003036969244612591,2.0062560998786334
11,109150.98501610148,1341.8947368445265,0.28880540189641013,10.879589867839215,0.0030250771482172264,2.0045748218581947
12,109150.98501610148,1443.1578947392104,0.2883249102779556,10.79034338706542,0.0030132752625098565,2.0002623494716043
13,109150.98501610148,1544.4210526338948,0.28784744647666016,10.705305652143906,0.0030015598810386656,1.9941417842129587
14,109150.98501610148,1645.684210528579,0.2873719488494513,10.624488093294385,0.0029899255387253244,1.9867808953330635
15,109150.98501610148,1746.9473684232632,0.2868989528145397,10.54777120008973,0.0029783719047739806,1.978578348762175
16,109150.98501610148,1848.2105263179474,0.2864295307799823,10.474969253757525,0.002966902212810399,1.9698181743656011
17,109150.98501610148,1949.4736842126315,0.28596309381042845,10.405866800950857,0.002955515188183556,1.960705086172099
18,109150.98501610148,2050.7368421073156,0.28549959884413095,10.340238138126486,0.002944207189404139,1.9513879511656755
19,109150.98501610148,2152.000000002,0.2850389290700713,10.277859740943011,0.0029329788383773685,1.9419756509418198
20,109150.98501610148,2253.2631578966843,0.2845809279922034,10.218516734138555,0.0029218288995121037,1.932548140762346
21,109150.98501610148,2354.5263157913682,0.2841269826092959,10.16200691379076,0.002910757274492777,1.9231642153278072
