e p
7.06352e+01 1.40349e-01
7.57240e+01 1.57538e-01
8.11799e+01 1.76832e-01
8.70295e+01 1.98487e-01
9.33012e+01 2.22792e-01
1.00026e+02 2.50071e-01
1.07236e+02 2.80688e-01
1.14966e+02 3.15050e-01
1.23256e+02 3.53614e-01
1.32144e+02 3.96895e-01
1.41674e+02 4.45469e-01
1.51893e+02 4.99981e-01
1.62851e+02 5.61156e-01
1.74601e+02 6.29809e-01
1.87201e+02 7.06851e-01
2.00713e+02 7.93306e-01
2.15203e+02 8.90323e-01
2.30742e+02 9.99188e-01
2.47406e+02 1.12135e+00
2.65278e+02 1.25842e+00
2.84445e+02 1.41222e+00
3.05002e+02 1.58479e+00
3.27050e+02 1.77842e+00
3.50697e+02 1.99566e+00
3.76061e+02 2.23939e+00
4.03267e+02 2.51283e+00
4.32450e+02 2.81960e+00
4.63754e+02 3.16373e+00
4.97335e+02 3.54978e+00
5.33359e+02 3.98284e+00
5.72006e+02 4.46860e+00
6.13469e+02 5.01346e+00
6.57954e+02 5.62458e+00
7.05683e+02 6.31001e+00
7.56896e+02 7.07873e+00
8.11849e+02 7.94082e+00
8.70819e+02 8.90760e+00
9.34101e+02 9.99170e+00
1.00202e+03 1.12073e+01
1.07490e+03 1.25703e+01
1.15314e+03 1.40984e+01
1.23711e+03 1.58117e+01
1.32725e+03 1.77323e+01
1.42402e+03 1.98852e+01
1.52791e+03 2.22985e+01
1.63945e+03 2.50033e+01
1.75922e+03 2.80346e+01
1.88782e+03 3.14317e+01
2.02593e+03 3.52384e+01
2.17426e+03 3.95037e+01
2.33358e+03 4.42825e+01
2.50471e+03 4.96361e+01
2.68856e+03 5.56330e+01
2.88607e+03 6.23500e+01
3.09830e+03 6.98729e+01
3.32636e+03 7.82973e+01
3.57145e+03 8.77305e+01
3.83489e+03 9.82919e+01
4.11806e+03 1.10115e+02
4.42249e+03 1.23350e+02
4.74981e+03 1.38162e+02
5.10179e+03 1.54738e+02
5.48034e+03 1.73285e+02
5.88751e+03 1.94036e+02
6.32553e+03 2.17247e+02
6.79680e+03 2.43209e+02
7.30393e+03 2.72242e+02
7.84972e+03 3.04704e+02
8.43722e+03 3.40996e+02
9.06971e+03 3.81561e+02
9.75076e+03 4.26897e+02
1.04842e+04 4.77554e+02
1.12742e+04 5.34149e+02
