,central_pressure,radius,mass
0,5.0,6.333717162135992,0.19099155115093938
1,7.979797979797979,7.6649147049578055,0.3426485823983819
2,10.959595959595958,8.627244372723924,0.4943944915171249
3,13.93939393939394,9.366031927106016,0.6398868611878642
4,16.919191919191917,9.953350665147612,0.7765665024042999
5,19.898989898989896,10.431243073479,0.9035982272559518
6,22.87878787878788,10.826690721583992,1.020984445245413
7,25.858585858585858,11.158114216194747,1.1291286488405097
8,28.838383838383837,11.438676189950806,1.2286194187916324
9,31.818181818181817,11.67809951977902,1.3201125877731246
10,34.79797979797979,11.88375820576194,1.4042700112686233
11,37.77777777777778,12.061364788846,1.4817277821098689
12,40.75757575757576,12.215423777405132,1.553081258253077
13,43.73737373737374,12.349540706046726,1.6188789717143037
14,46.717171717171716,12.466637514201148,1.6796208807738522
15,49.696969696969695,12.569108655264847,1.7357601453829201
16,52.676767676767675,12.658935446931622,1.7877060390596935
17,55.656565656565654,12.73777152341917,1.8358274689658678
18,58.63636363636363,12.807007695512379,1.8804566616016523
19,61.61616161616161,12.867821862447993,1.921892768392181
20,64.59595959595958,12.921217893916165,1.9604052621010686
21,67.57575757575756,12.968056254178242,1.9962370637982019
22,70.55555555555556,13.009078362559544,2.029607380177861
23,73.53535353535354,13.044926146798963,2.0607142537771264
24,76.51515151515152,13.07615786751159,2.0897368409542563
25,79.4949494949495,13.103261021903277,2.1168374385291684
26,82.47474747474747,13.126662939262811,2.142163282315162
27,85.45454545454545,13.146739537292243,2.1658481409469266
28,88.43434343434343,13.163822601882789,2.188013727392484
29,91.41414141414141,13.178205873113424,2.2087709489092644
30,94.39393939393939,13.190150159778279,2.2282210143175405
31,97.37373737373737,13.199887658534752,2.2464564155249036
32,100.35353535353535,13.207625618134228,2.26356179835974
33,103.33333333333333,13.213549461513116,2.2796147360224683
34,106.31313131313131,13.217825456853536,2.2946864168682786
35,109.29292929292929,13.220603011641293,2.3088422568029556
36,112.27272727272727,13.222016650194941,2.322142445300191
37,115.25252525252525,13.222197620892267,2.33464425421537
38,118.23232323232322,13.221233795175959,2.346395083986081
39,121.2121212121212,13.219235419411197,2.3574439748625386
40,124.19191919191918,13.216292472693286,2.36783458710161
41,127.17171717171716,13.212486702414266,2.3776073383754217
42,130.15151515151513,13.20789249973533,2.3867996880519575
43,133.13131313131314,13.202577671106111,2.3954463934384926
44,136.11111111111111,13.196604119913177,2.4035797410933935
45,139.0909090909091,13.190028450208205,2.4112297559364353
46,142.07070707070707,13.182902502690775,2.4184243905607055
47,145.05050505050505,13.175273831636543,2.425189696863811
48,148.03030303030303,13.167186130215972,2.431549981867444
49,151.010101010101,13.158679610602587,2.4375279493770483
50,153.989898989899,13.149791340817375,2.4431448284636006
51,156.96969696969697,13.140554447102145,2.4484203390318346
52,159.94949494949495,13.130999195683128,2.4533728972643094
53,162.92929292929293,13.121154062074993,2.458019830860769
54,165.9090909090909,13.111045276287317,2.462377378299456
55,168.88888888888889,13.100697022956776,2.466460769368967
56,171.86868686868686,13.090131620059822,2.4702842988352525
57,174.84848484848484,13.079369679004914,2.473861393894022
58,177.82828282828282,13.068430248471163,2.477204675993752
59,180.8080808080808,13.057330944012131,2.4803260175566986
60,183.78787878787878,13.046088065157736,2.483236594074236
61,186.76767676767676,13.034716701505985,2.4859469320070673
62,189.74747474747474,13.023230829083309,2.488466952878607
63,192.72727272727272,13.011643398062455,2.490806013910772
64,195.7070707070707,12.999966412759143,2.492972945514737
65,198.68686868686868,12.988211004686452,2.4949760859153343
66,201.66666666666666,12.976387499335699,2.4968233131581727
67,204.64646464646464,12.964505477269004,2.4985220747221484
68,207.62626262626262,12.952573830049207,2.500079414938674
69,210.6060606060606,12.940600811485224,2.501502000399927
70,213.58585858585857,12.928594084630143,2.5027961435221853
71,216.56565656565655,12.916560764931578,2.5039678244159864
72,219.54545454545453,12.904507459896648,2.50502271120144
73,222.5252525252525,12.89244029426511,2.505966177430743
74,225.5050505050505,12.880364967499082,2.5068033224775754
75,228.48484848484847,12.86828678534498,2.507538988353784
76,231.46464646464645,12.856210664448364,2.5081777718367486
77,234.44444444444443,12.844139997319758,2.508724096823059
78,237.4242424242424,12.832081352329412,2.509181993256613
79,240.4040404040404,12.82003750341076,2.509555471897523
80,243.38383838383837,12.80801210034437,2.5098482870854273
81,246.36363636363635,12.796008528797701,2.510064011591372
82,249.34343434343432,12.784029928322392,2.5102060467519745
83,252.3232323232323,12.772079209075896,2.510277631961012
84,255.30303030303028,12.760159067372816,2.5102818535652416
85,258.2828282828283,12.74827200016406,2.510221653208365
86,261.26262626262627,12.736420318530733,2.5100998356627344
87,264.24242424242425,12.724606160273673,2.509919076185681
88,267.22222222222223,12.712831501672007,2.5096819274344107
89,270.2020202020202,12.701098168477065,2.5093908259706446
90,273.1818181818182,12.689407846203268,2.5090480983838095
91,276.16161616161617,12.677762089771935,2.5086559670595956
92,279.14141414141415,12.666162332558379,2.508216555618074
93,282.1212121212121,12.654609894890427,2.507731894044591
94,285.1010101010101,12.643105992040041,2.5072039235340418
95,288.0808080808081,12.631651741748433,2.506634501068258
96,291.06060606060606,12.620248167750782,2.50602540331058
97,294.04040404040404,12.608896145463865,2.505378323101381
98,297.020202020202,12.597596487460375,2.5046948826279753
99,300.0,12.586349946198828,2.503976636941976
