,central_pressure_1,central_pressure_2,central_density_1,central_density_2,radius_1,radius_2,mass_1,mass_2,total_mass,radius
0,103.99993099272251,1.9432668621098967,36894.70986372689,233.8298005863297,0.2969629935524611,0.5582250617110539,0.001113124192210575,0.00014959404687295012,0.001262718239083525,0.5582250617110539
1,148.1764830648899,2.3732372661001357,44064.43154962878,235.11971179830041,0.29692545108962615,0.5915642667297272,0.0013255457443041914,0.0001781353272928041,0.0015036810715969955,0.5915642667297272
2,211.52349971234798,2.8983436248644017,52684.03168525071,236.69503087459321,0.2967355655679007,0.6268141148601882,0.0015780570587780656,0.00021205647143581139,0.001790113530213877,0.6268141148601882
3,302.3850351572037,3.5396358753443073,63043.04830935084,238.61890762603292,0.2963862153573762,0.6640225795319012,0.0018774601838743442,0.00025229658347100594,0.00212975676734535,0.6640225795319012
4,432.6983019709587,4.3228214979549495,75487.01946910635,240.96846449386484,0.2958670511164709,0.7031657904107048,0.002231384427682392,0.00029985011715836303,0.0025312345448407552,0.7031657904107048
5,619.4382354617119,5.279296052270829,90423.10234963743,243.83788815681248,0.29516428861698235,0.7442503652420763,0.002648098368698488,0.0003558777066963037,0.0030039760753947918,0.7442503652420763
6,886.7191523313522,6.447401730723236,108336.00336513537,247.3422051921697,0.29426039201392523,0.7871305401285268,0.0031364998657495307,0.00042144915227057734,0.003557949018020108,0.7871305401285268
7,1268.417912721634,7.873964381946855,129782.81762423758,251.62189314584057,0.2931351481401992,0.8317882250432852,0.003705549606709432,0.0004979164131506379,0.00420346601986007,0.8317882250432852
8,1812.0330452919006,9.61617061842565,155420.1052060342,256.84851185527697,0.29176498040141274,0.8780166044636223,0.004364094393550669,0.0005864013593027525,0.004950495752853422,0.8780166044636223
9,2583.399137854576,11.74386025604672,185999.88311787526,263.23158076814013,0.29012420550183604,0.9256244207080839,0.0051200830236280935,0.0006880461402721688,0.005808129163900262,0.9256244207080839
10,3673.090898990631,14.342325982578393,222383.41729026983,271.0269779477352,0.288186378896245,0.9742809479390885,0.005979886312090857,0.0008036214388924181,0.006783507750983275,0.9742809479390885
11,5204.224848747253,17.51573248537519,265544.2873947127,280.54719745612556,0.28592532690381306,1.0235894019295673,0.0069473305141255805,0.0009335155743107315,0.007880846088436312,1.0235894019295673
12,7341.6377782821655,21.39129210086963,316560.9260376889,292.1738763026089,0.28331767215935,1.0732800735977193,0.008022488132430323,0.001078165586117116,0.009100653718547439,1.0732800735977193
13,10304.110789299011,26.124364375100576,376646.2791667552,306.3730931253017,0.28034393304514643,1.122713731769518,0.009201294031777676,0.0012365428819926597,0.010437836913770336,1.122713731769518
14,14376.34301185608,31.90468396134339,447099.69014578307,323.71405188403014,0.27699118663384914,1.1714140520304057,0.010474269260308946,0.0014074606605450684,0.011881729920854015,1.1714140520304057
15,19923.136496543884,38.963966512554784,529341.4980861358,344.89189953766436,0.2732551473845457,1.2189296890324872,0.0118263913406249,0.0015892102456794592,0.013415601586304358,1.2189296890324872
16,27405.08303642273,47.58519746602033,624877.8372208775,370.755592398061,0.26914130018821686,1.2646685200323988,0.01323749850774941,0.0017788640522950281,0.015016362560044438,1.2646685200323988
17,37393.24970245361,58.113976079681976,735312.4799479308,402.34192823904596,0.2646656803581562,1.3081208845142989,0.014682923434858117,0.0019730469944923327,0.01665597042935045,1.3081208845142989
18,50584.19814109802,70.9723694684987,862332.7408383356,440.9171084054961,0.2598552957868763,1.348860013156776,0.016134927896131707,0.0021680791297266707,0.018303007025858378,1.348860013156776
19,67815.00387191772,86.67583200754606,1007722.2434077061,488.02749602263816,0.25474642544895554,1.3865392659722637,0.01756451948858927,0.0023601324128676724,0.019924651901456942,1.3865392659722637
20,90076.94053649902,105.85386834992048,1173336.0863288436,545.5616050497614,0.24938382177208382,1.4209659522474267,0.01894338650287555,0.0025458085034911265,0.021489195006366677,1.4209659522474267
21,118534.83810424805,129.27526837777262,1361205.5022908754,615.8258051333179,0.2438161394958204,1.4517910620118657,0.020245946092990373,0.002720697398440154,0.022966643491430527,1.4517910620118657
22,154535.76068878174,157.87892567988226,1573431.787534661,701.6367770396467,0.23809570747272824,1.4790870863182812,0.021450384091654246,0.0028826224251098237,0.02433300651676407,1.4790870863182812
23,199635.03999710083,192.8114749759791,1812353.808681471,806.4344249279374,0.23227430978105895,1.5027992971168982,0.022539950516344703,0.0030289033400050644,0.025568853856349768,1.5027992971168982
24,255614.96601104736,235.47325725912043,2080498.4609884797,934.4197717773613,0.22640174091526322,1.5230461925641612,0.023503067372344432,0.0031581161703975354,0.026661183542741967,1.5230461925641612
25,324508.81786346436,287.57445526065254,2380688.2837934117,1090.7233657819577,0.22052407237372995,1.5400767573958447,0.024333312548120316,0.0032699986410785593,0.027603311189198874,1.5400767573958447
26,408646.25549316406,351.2036495399419,2716061.906593485,1281.6109486198256,0.21468198705253363,1.5539157882953147,0.02502896174770188,0.0033632573374395014,0.02839221908514138,1.5539157882953147
27,510673.34537506104,428.9115434066561,3090126.0904206657,1514.7346302199683,0.20891105020456216,1.5649247297858881,0.0255920909679287,0.0034390559731004534,0.029031146941029155,1.5649247297858881
28,633617.9779052734,523.8132129562537,3506867.2229905296,1799.439638868761,0.20324082255610562,1.5732326534436822,0.02602789024087143,0.0034974084100870867,0.029525298650958515,1.5732326534436822
29,780927.2487640381,639.7129811155759,3970759.585106319,2147.1389433467275,0.1976960199680483,1.5791756464265936,0.02634372810249908,0.0035399462225547103,0.02988367432505379,1.5791756464265936
