e p
2.54119e+02 2.06957e+01
2.62957e+02 2.32208e+01
2.72192e+02 2.58506e+01
2.81839e+02 2.85894e+01
2.91909e+02 3.14422e+01
3.02419e+02 3.44139e+01
3.13384e+02 3.75096e+01
3.24818e+02 4.07345e+01
3.36739e+02 4.40942e+01
3.49164e+02 4.75943e+01
3.62111e+02 5.12408e+01
3.75598e+02 5.50399e+01
3.89646e+02 5.89978e+01
4.04274e+02 6.31211e+01
4.19504e+02 6.74168e+01
4.35357e+02 7.18918e+01
4.51857e+02 7.65536e+01
4.69027e+02 8.14098e+01
4.86893e+02 8.64684e+01
5.05479e+02 9.17375e+01
5.24813e+02 9.72257e+01
5.44923e+02 1.02942e+02
5.65836e+02 1.08895e+02
5.87584e+02 1.15096e+02
6.10197e+02 1.21552e+02
6.33709e+02 1.28276e+02
6.58151e+02 1.35278e+02
6.83560e+02 1.42568e+02
7.09971e+02 1.50158e+02
7.37423e+02 1.58061e+02
7.65954e+02 1.66288e+02
7.95605e+02 1.74852e+02
8.26417e+02 1.83768e+02
8.58435e+02 1.93048e+02
8.91705e+02 2.02708e+02
9.26272e+02 2.12761e+02
9.62187e+02 2.23224e+02
9.99499e+02 2.34113e+02
1.03826e+03 2.45444e+02
1.07853e+03 2.57235e+02
1.12036e+03 2.69504e+02
1.16381e+03 2.82270e+02
1.20894e+03 2.95551e+02
1.25582e+03 3.09369e+02
1.30450e+03 3.23744e+02
1.35507e+03 3.38697e+02
1.40759e+03 3.54252e+02
1.46212e+03 3.70432e+02
1.51876e+03 3.87260e+02
1.57758e+03 4.04763e+02
1.63866e+03 4.22967e+02
1.70208e+03 4.41897e+02
1.76794e+03 4.61584e+02
1.83632e+03 4.82056e+02
1.90733e+03 5.03343e+02
1.98105e+03 5.25477e+02
2.05759e+03 5.48491e+02
2.13707e+03 5.72418e+02
2.21958e+03 5.97294e+02
2.30524e+03 6.23156e+02
2.39417e+03 6.50040e+02
2.48650e+03 6.77988e+02
2.58235e+03 7.07039e+02
2.68185e+03 7.37237e+02
2.78514e+03 7.68624e+02
2.89237e+03 8.01247e+02
3.00368e+03 8.35153e+02
3.11922e+03 8.70392e+02
3.23915e+03 9.07014e+02
3.36364e+03 9.45073e+02
3.49286e+03 9.84622e+02
3.62699e+03 1.02572e+03
3.76621e+03 1.06843e+03
3.91071e+03 1.11280e+03
4.06069e+03 1.15891e+03
4.21635e+03 1.20682e+03
4.37791e+03 1.25659e+03
4.54559e+03 1.30831e+03
4.71962e+03 1.36203e+03
4.90023e+03 1.41785e+03
5.08767e+03 1.47583e+03
5.28221e+03 1.53607e+03
5.48409e+03 1.59864e+03
5.69361e+03 1.66364e+03
5.91104e+03 1.73116e+03
6.13668e+03 1.80129e+03
6.37084e+03 1.87414e+03
6.61383e+03 1.94980e+03
6.86599e+03 2.02839e+03
7.12765e+03 2.11000e+03
7.39919e+03 2.19477e+03
7.68095e+03 2.28281e+03
7.97333e+03 2.37424e+03
8.27672e+03 2.46919e+03
8.59153e+03 2.56779e+03
8.91819e+03 2.67019e+03
9.25715e+03 2.77652e+03
9.60885e+03 2.88694e+03
9.97378e+03 3.00159e+03
1.03524e+04 3.12065e+03
1.07453e+04 3.24427e+03
1.11529e+04 3.37262e+03
1.15759e+04 3.50590e+03
1.20147e+04 3.64427e+03
1.24701e+04 3.78795e+03
1.29425e+04 3.93711e+03
1.34326e+04 4.09198e+03
1.39411e+04 4.25276e+03
1.44687e+04 4.41968e+03
1.50161e+04 4.59297e+03
1.55840e+04 4.77287e+03
1.61731e+04 4.95964e+03
1.67844e+04 5.15351e+03
1.74186e+04 5.35478e+03
1.80765e+04 5.56370e+03
1.87590e+04 5.78058e+03
1.94671e+04 6.00570e+03
2.02017e+04 6.23939e+03
2.09638e+04 6.48195e+03
2.17543e+04 6.73373e+03
2.25745e+04 6.99507e+03
2.34253e+04 7.26633e+03
2.43080e+04 7.54788e+03
2.52236e+04 7.84011e+03
2.61734e+04 8.14342e+03
2.71588e+04 8.45822e+03
2.81809e+04 8.78494e+03
2.92413e+04 9.12404e+03
3.03412e+04 9.47597e+03
3.14822e+04 9.84121e+03
3.26657e+04 1.02203e+04
3.38935e+04 1.06137e+04
3.51671e+04 1.10219e+04
3.64881e+04 1.14456e+04
3.78585e+04 1.18853e+04
3.92800e+04 1.23416e+04
4.07544e+04 1.28151e+04
4.22839e+04 1.33065e+04
4.38703e+04 1.38164e+04
4.55159e+04 1.43455e+04
4.72228e+04 1.48946e+04
4.89933e+04 1.54643e+04
5.08297e+04 1.60556e+04
5.27345e+04 1.66691e+04
5.47103e+04 1.73056e+04
5.67596e+04 1.79662e+04
5.88853e+04 1.86516e+04
6.10900e+04 1.93628e+04
6.33768e+04 2.01007e+04
6.57487e+04 2.08663e+04
6.82088e+04 2.16607e+04
7.07604e+04 2.24850e+04
7.34070e+04 2.33403e+04
7.61519e+04 2.42276e+04
7.89990e+04 2.51483e+04
8.19518e+04 2.61035e+04
8.50145e+04 2.70945e+04
8.81909e+04 2.81227e+04
9.14854e+04 2.91895e+04
9.49024e+04 3.02963e+04
9.84462e+04 3.14446e+04
1.02122e+05 3.26358e+04
1.05934e+05 3.38718e+04
1.09887e+05 3.51540e+04
1.13988e+05 3.64842e+04
1.18241e+05 3.78642e+04
1.22651e+05 3.92959e+04
1.27225e+05 4.07812e+04
1.31969e+05 4.23220e+04
1.36889e+05 4.39204e+04
1.41992e+05 4.55787e+04
1.47284e+05 4.72989e+04
1.52772e+05 4.90834e+04
1.58464e+05 5.09347e+04
1.64367e+05 5.28550e+04
1.70489e+05 5.48472e+04
1.76838e+05 5.69137e+04
1.83422e+05 5.90574e+04
1.90250e+05 6.12812e+04
1.97332e+05 6.35879e+04
2.04676e+05 6.59808e+04
2.12292e+05 6.84629e+04
2.20190e+05 7.10376e+04
2.28381e+05 7.37084e+04
2.36876e+05 7.64788e+04
2.45685e+05 7.93524e+04
2.54820e+05 8.23332e+04
2.64294e+05 8.54251e+04
2.74119e+05 8.86322e+04
2.84307e+05 9.19589e+04
2.94873e+05 9.54094e+04
3.05830e+05 9.89885e+04
3.17193e+05 1.02701e+05
3.28976e+05 1.06551e+05
3.41195e+05 1.10545e+05
3.53867e+05 1.14688e+05
3.67007e+05 1.18985e+05
3.80634e+05 1.23442e+05
3.94765e+05 1.28064e+05
4.09419e+05 1.32859e+05
