,central_pressure_1,central_pressure_2,central_density_1,central_density_2,radius_1,radius_2,mass_1,mass_2,total_mass,radius
0,123.62931855022907,2.3732372661001357,40237.07147591534,201.0114563734347,0.2971925113946737,1.3722844763982933,0.0012145968519551302,0.0019059388005530267,0.0031205356525081567,1.3722844763982933
1,182.40014296025038,2.8983436248644017,48908.134799121035,202.14280028052877,0.2970236175301594,1.4622652954944542,0.0014700135636277391,0.0023067078972928787,0.003776721460920618,1.4622652954944542
2,268.97752806544304,3.5396358753443073,59441.60442258272,203.52624582819357,0.2966766947265681,1.5572350628308709,0.0017760747090254827,0.002786967620887127,0.004563042329912609,1.5572350628308709
3,396.3286556303501,4.3228214979549495,72226.35519960617,205.21841874402307,0.2961422890725865,1.657229598120763,0.0021414747242990625,0.0033604104818207954,0.005501885206119858,1.657229598120763
4,583.3084806799889,5.279296052270829,87728.41224660161,207.28886665617176,0.29540562263583364,1.7621799137060477,0.002575800988248768,0.004041953595190635,0.006617754583439403,1.7621799137060477
5,857.1968454867601,6.447401730723236,106502.49063111347,209.82309387815334,0.29444767448941817,1.8719373630201497,0.0030893326380117382,0.004847680692444777,0.007937013330456516,1.8719373630201497
6,1257.2368800640106,7.873964381946855,129203.79947762143,212.92634110135327,0.293244215306233,1.9862400283658692,0.0036927179905362813,0.005794280844852917,0.009486998835389199,1.9862400283658692
7,1839.5058438181877,9.61617061842565,156607.92443817234,216.7283018008511,0.29176780703001653,2.1047336190765087,0.004396410423341469,0.006898682418440393,0.011295092841781863,2.1047336190765087
8,2683.5486486554146,11.74386025604672,189621.9698273079,221.38901695311063,0.2899875091915517,2.226785340446127,0.005210001717066587,0.008175364299406757,0.013385366016473344,2.226785340446127
9,3901.1339008808136,14.342325982578393,229298.65889221142,227.10625076055186,0.28787050909613454,2.3516354026487387,0.006141160913442784,0.00963621366843877,0.015777374581881554,2.3516354026487387
10,5647.586169838905,17.51573248537519,276852.2674743705,234.12472372555027,0.28538441560685984,2.4784351622745495,0.007194443287847324,0.011289635179380612,0.018484078467227938,2.4784351622745495
11,8136.4506632089615,21.39129210086963,333667.0723624524,242.74766636618762,0.2824988935452288,2.6059151391097815,0.008370102608184665,0.013134191629935548,0.02150429423812021,2.6059151391097815
12,11657.01574087143,26.124364375100576,401308.81893853546,253.35125726574327,0.2791885969977421,2.7328506183430847,0.00966264348949428,0.015162368120318515,0.024825011609812795,2.7328506183430847
13,16595.61111330986,31.90468396134339,481525.2933628797,266.40262275292184,0.2754361914625587,2.8577847139362715,0.011059942994286372,0.01735488699565568,0.02841482998994205,2.8577847139362715
14,23459.84731912613,38.963966512554784,576252.8060084038,282.4822024596903,0.27123515494202916,2.9792101667946755,0.012542678022006749,0.01968167062244058,0.03222434864444733,2.9792101667946755
15,32905.31669855118,47.58519746602033,687598.9749309844,302.3114273209785,0.2665915664695391,3.095562300957219,0.014084639076153897,0.022100746209065783,0.03618538528521968,3.095562300957219
16,45763.33737373352,58.113976079681976,817859.9031861475,326.7868202508359,0.26152673873260407,3.205491999513379,0.01565380462915299,0.02456399150716877,0.04021779613632176,3.205491999513379
17,63070.24087905884,70.9723694684987,969494.8489228664,357.02182673384857,0.25607633220689574,3.3076005391874452,0.01721447809647767,0.027012779819499535,0.0442272579159772,3.3076005391874452
18,86094.49033737183,86.67583200754606,1145137.5950145917,394.3979318139527,0.2502897143408814,3.4008818230716247,0.018729786813544744,0.02939008466219763,0.04811987147574237,3.4008818230716247
19,116362.71390914917,105.85386834992048,1347592.3000018534,440.62694610851287,0.24422671338690494,3.484619154684437,0.020164679675419527,0.031641856035890654,0.05180653571131018,3.484619154684437
20,155686.57264709473,129.27526837777262,1579855.7616967647,497.82677356846034,0.23795469641278763,3.558319613540473,0.021488508207615126,0.033718506216064176,0.0552070144236793,3.558319613540473
21,206186.12384796143,157.87892567988226,1845152.4983483134,568.6135329237668,0.23154421950172796,3.6219113591299474,0.022677018703027737,0.035583416599734755,0.058260435302762495,3.6219113591299474
22,270319.1921234131,192.8114749759791,2146964.791461783,656.2136137025699,0.22506486636495893,3.675578752765309,0.023713409145032817,0.037211106721893775,0.06092451586692659,3.675578752765309
23,350913.4105682373,235.47325725912043,2489126.022569338,764.6001233474678,0.2185818703251222,3.7195878424829116,0.024588583308039553,0.038583383688758244,0.0631719669967978,3.7195878424829116
24,451199.5969772339,287.57445526065254,2875790.2693359577,898.6592423923948,0.2121538527516843,3.754665920155805,0.025300449887011384,0.03970176516232023,0.06500221504933161,3.754665920155805
25,574865.1557922363,351.2036495399419,3311645.559537704,1064.3932760247562,0.2058310132989643,3.781346852583324,0.025852892867126307,0.04056734237929909,0.0664202352464254,3.781346852583324
26,726102.1398544312,428.9115434066561,3801907.802414944,1269.1687128799458,0.199654726947805,3.8005550863470385,0.026254289214022866,0.04119861828092047,0.06745290749494333,3.8005550863470385
27,909690.0234222412,523.8132129562537,4352478.2772067245,1522.0194335740703,0.19365758583415343,3.812887595645624,0.02651617003032898,0.041607772343126834,0.06812394237345581,3.812887595645624
28,1131062.4546051025,639.7129811155759,4970004.753103877,1834.0174291377584,0.1878644961980874,3.8193188967254033,0.026651898171152835,0.04182258023391916,0.068474478405072,3.8193188967254033
29,1396427.4097442627,781.2569215239565,5662023.962466903,2218.7260890507146,0.1822928937079646,3.820346413612475,0.026675671235642174,0.04185765815566124,0.06853332939130341,3.820346413612475
