,Unnamed: 0,central_pressure_1,central_pressure_2,central_density_1,central_density_2,radius_1,radius_2,mass_1,mass_2,total_mass,radius
21,28,1156633.9769363403,639.7129811155759,5038737.81706729,1834.0174291377584,0.1872724801285678,3.12839660601292,0.0266597763490795,0.0229932722156626,0.0496530485647422,3.12839660601292
22,28,1160639.1229629517,639.7129811155759,5049459.794517505,1834.0174291377584,0.1871809899412825,3.0261663914544465,0.0266608878203667,0.0208169598216658,0.0474778476420326,3.0261663914544465
23,28,1164652.2792816162,639.7129811155759,5060191.585870363,1834.0174291377584,0.1870896241036208,2.9260980967132597,0.0266619692161068,0.0188248099364126,0.0454867791525195,2.9260980967132597
24,28,1168710.827255249,639.7129811155759,5071032.975408745,1834.0174291377584,0.1869975469060094,2.8275427457532603,0.0266630303036412,0.016991812995503,0.0436548432991442,2.8275427457532603
25,29,1172844.137954712,639.7129811155759,5082061.949267714,1834.0174291377584,0.1869041274341079,2.730122834951295,0.026664077651182,0.0153014319333097,0.0419655095844918,2.730122834951295
26,29,1177092.262840271,639.7129811155759,5093384.593161553,1834.0174291377584,0.186808464567711,2.633296307468471,0.0266651194544016,0.0137368165485697,0.0404019360029714,2.633296307468471
27,29,1181500.5935668943,639.7129811155759,5105120.703550153,1834.0174291377584,0.1867096000396366,2.5365256986851423,0.0266661638289689,0.0122839530844681,0.0389501169134371,2.5365256986851423
28,29,1186114.5217895508,639.7129811155759,5117389.478265423,1834.0174291377584,0.1866064923638692,2.4394248389860795,0.026667217310958,0.0109333429763832,0.0376005602873412,2.4394248389860795
29,29,1191008.8102340698,639.7129811155759,5130387.418774935,1834.0174291377584,0.1864975624732865,2.341195412970068,0.0266682910644239,0.0096720469888732,0.0363403380532971,2.341195412970068
30,29,1196260.8917236328,639.7129811155759,5144316.967550948,1834.0174291377584,0.1863812096424748,2.241283954780839,0.0266693938600224,0.0084930667757745,0.035162460635797,2.241283954780839
31,29,1201985.580444336,639.7129811155759,5159478.171185082,1834.0174291377584,0.1862549925823252,2.1388119577605824,0.0266705383749748,0.0073880133266423,0.0340585517016171,2.1388119577605824
32,29,1208335.0719451904,639.7129811155759,5176267.689779635,1834.0174291377584,0.1861157122551729,2.032809202159138,0.0266717386832412,0.0063507129522694,0.0330224516355106,2.032809202159138
33,29,1215544.3347930908,639.7129811155759,5195297.230895795,1834.0174291377584,0.1859584768494724,1.9217957948566071,0.0266730148411402,0.0053739562804044,0.0320469711215447,1.9217957948566071
34,29,1223955.1414489746,639.7129811155759,5217453.849994479,1834.0174291377584,0.1857762476882935,1.8040357597501,0.0266743893491026,0.0044535957683722,0.0311279851174748,1.8040357597501
35,29,1234144.2329406738,639.7129811155759,5244231.4676934695,1834.0174291377584,0.1855571869146978,1.6768077228969729,0.0266758914884271,0.0035848477163031,0.0302607392047302,1.6768077228969729
36,29,1247174.308013916,639.7129811155759,5278375.24283865,1834.0174291377584,0.1852798529362303,1.535670814724433,0.0266775633922506,0.0027628268194048,0.0294403902116555,1.535670814724433
37,30,1265256.2072753906,639.7129811155759,5325573.694047307,1834.0174291377584,0.1848999314535036,1.372984525203999,0.0266794325972378,0.0019843159449638,0.0286637485422017,1.372984525203999
38,30,1294306.866455078,639.7129811155759,5400969.194024289,1834.0174291377584,0.1843011626959185,1.17223990094672,0.0266813910036012,0.0012457564971947,0.0279271475007959,1.17223990094672
39,31,1360439.8376464844,639.7129811155759,5570705.550557738,1834.0174291377584,0.1829889406469576,0.8830832262102473,0.0266814683424675,0.0005444637635132,0.0272259321059808,0.8830832262102473
